station_id,latitude,longitude
2122,48.86685615476034,2.2900380734450088
2177,48.8298632521128,2.3506227279320897
2399,48.845323114613954,2.4017863137606863
3901291,48.90666658787472,2.36523013585438
2065,48.841432006648255,2.4008691933800934
2069,48.85432721855236,2.2888101037361173
2543,48.83887615167853,2.389347387570293
2135,48.847699108170794,2.3020391436692633
1743,48.897959343241475,2.3592550695796524
2282,48.89037408122113,2.359797008670612
2390,48.85753438251388,2.28559270581709
2475,48.84499615085685,2.3108648300441543
1974,48.83496497071996,2.3680913458793973
2303,48.83288128867883,2.361909408016197
2267,48.89249697693025,2.3443284105515048
2520,48.83299169177581,2.3366828966443496
2174,48.83713694956265,2.296396090155559
1644,48.83761467578531,2.373852115680497
2176,48.82682988739414,2.278966861574341
2255,48.84056772620437,2.326402815222764
2217,48.8312479519874,2.343122075822986
1750,48.83225345274901,2.287864137819189
2251,48.850392578319685,2.2936483362305387
2496,48.87632903743871,2.3318045685105955
1909,48.87130614908782,2.293331020896217
2455,48.85589133781551,2.325704993899314
2436,48.87382117233675,2.3848863721979034
1875,48.88005106177268,2.415660206064229
2136,48.835551216675434,2.358752095191401
2247,48.884931610546104,2.3790912468998378
2501,48.83943928123955,2.301078042473925
2392,48.8428305421094,2.312663307759113
2309,48.84478304833005,2.3284444832927207
2052,48.86145390429486,2.320309690507356
2121,48.895799232549,2.4248572983975945
1938,48.844323383002006,2.317564676180599
1891,48.891499383764256,2.4031249606560765
1632,48.84141844267774,2.307993649386661
2245,48.8897381077178,2.339149086674118
1720,48.87859395523621,2.3378269689170192
2479,48.858533359508236,2.323089248787209
1870,48.82434652601842,2.2735658296006465
1898,48.870700823269566,2.3605786355872773
2437,48.84596603240645,2.366913179738312
1772,48.886923877470686,2.386656434403456
1714,48.86164742429928,2.3731471407723035
2441,48.872470665793706,2.310769101230354
2440,48.855504403001994,2.2699591782557653
2162,48.86429867104668,2.3012514104499293
1745,48.853379877813815,2.4104581874163533
1882,48.8526004024001,2.4063849895661398
2460,48.87438676021276,2.3207278319647315
2343,48.829690338022736,2.2305284341923346
2280,48.83380858698028,2.243480614417395
2331,48.860879857593744,2.340973275817903
2295,48.85243851922266,2.2679339230009505
2513,48.85766372576006,2.3800362967955064
2261,48.84290697853592,2.260144397880896
1873,48.862280986338995,2.4418276791277127
1917,48.85809504968323,2.274096448110612
2517,48.8630891350352,2.2868403784945937
2291,48.864350199647255,2.2940452637830906
2088,48.83208764428255,2.2381607768755143
2032,48.854642047444784,2.385032193334828
2355,48.845056129032,2.261911423279769
1704,48.85568080819694,2.423659085483019
2425,48.83756533447362,2.255591274447898
2454,48.8522227131835,2.3891156509271867
2470,48.84623825662077,2.4189998281092557
1993,48.857999073258,2.435866895674707
2453,48.864253384403426,2.277916762028845
3343802,48.83266034648215,2.4004636384497804
1718,48.871699810971116,2.4042987242021825
3343804,48.825637111727964,2.4074108054261223
2393,48.86822334760735,2.4013243805441022
2430,48.8769382235089,2.4063765669297816
2525,48.83915698149679,2.330474151162931
2185,48.83427681284463,2.332203797304786
1742,48.89797017040717,2.3439883834332904
3343806,48.821489819145576,2.4138567623311062
1957,48.87974306422535,2.3546008104722334
3343808,48.815076320129755,2.4216317667306635
2411,48.8511463550549,2.3309628563664644
2442,48.84701184016864,2.327055111355132
4028973,48.81846633711334,2.3196432186178253
2413,48.822817060234954,2.325072625148001
1824,48.844189508526796,2.3244412324337014
1677,48.869632365187464,2.35450206308924
3343815,48.789724316080026,2.450836106390663
2535,48.89154393063056,2.3493711153819112
1692,48.84205985758204,2.328867050437212
3343813,48.79660129757846,2.4495315243760767
1934,48.86371036646956,2.3489831961271017
2322,48.86201197072052,2.3464764519062062
3343338,48.841025355321676,2.287923867330867
2478,48.89404255451658,2.3473135785509056
3343810,48.80822534735238,2.4362758210511317
2152,48.88708628305045,2.3493700732513783
3343811,48.80250044183061,2.446183618559453
2089,48.90714731255157,2.44945750453114
3343336,48.838668129030076,2.2822484883840986
2153,48.87245415091989,2.3560561681302907
2424,48.8885839809719,2.392422875718541
3343335,48.83681498880598,2.2786833464502703
2472,48.85359990788579,2.3439962410940125
2257,48.893632527974006,2.41290026603005
1828,48.832191599269656,2.3304069926293205
2521,48.838516743515164,2.360727550361784
2159,48.82806601968645,2.326827420050836
3343818,48.779757257844594,2.4593142910788286
2137,48.84670586906026,2.351335178972595
2412,48.82135736230755,2.3693082372232483
1800,48.87735309528802,2.349381423952599
1703,48.88839323190129,2.374433108884994
2205,48.86478270068788,2.398445833771861
1695,48.78663801111984,2.367110527381649
3343795,48.83968214020875,2.3955841703466554
3343793,48.84440309209688,2.39025165315774
3343799,48.83549725282465,2.4061852122149348
2533,48.85231488119486,2.338861720336335
2175,48.89468154198811,2.3823021939742417
1779,48.865259856673156,2.374757081716768
1911,48.920514506685684,2.410225779120198
3343798,48.83699103765297,2.402919606870042
2471,48.86408940574645,2.3808997885521195
1806,48.85853410228574,2.3421172386659985
1790,48.81591718160038,2.377878816483871
3343755,48.848803206044934,2.2976942346639104
2196,48.86876179259638,2.3406741288121005
1949,48.86326252650054,2.415975368499958
2150,48.846362975500796,2.2856310658828742
1707,48.882070833937036,2.3203983393099863
3343759,48.857227860649644,2.3097962258273563
2026,48.845104139567006,2.266936059032254
2106,48.846852151949776,2.2954488279344742
3343757,48.85426092155411,2.3054395605390106
2179,48.879272151631575,2.303298546682486
2050,48.865551863634785,2.356108155120312
3343825,48.76876863574218,2.464319398948263
1952,48.84371986136062,2.3639162171627124
2128,48.869329169496574,2.3805363661617247
2194,48.84068016312196,2.228313661724341
2020,48.84059430000161,2.351755612946688
